Sample	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22	chrX	chrM	chr22_KI270733v1_random	chrUn_GL000220v1
1	0.09217443081421778	0.04703360133107269	0.04557264094184841	0.025754221411094232	0.039679537219788036	0.053157280246009214	0.044214585169344504	0.029517915056638453	0.04340782890257088	0.03836632478980952	0.05879323161229312	0.0637335138576526	0.010247134088440756	0.027558128680508345	0.024387058239607087	0.029940233753919184	0.06662058502616951	0.010029494228112033	0.06242732786948483	0.029607331987981676	0.04042364639933843	0.016938361958633373	0.027435056762795455	0.03868517367212549	0.01700712346322758	0.016831719326251323
10	0.08955557867078312	0.043604090425100765	0.0437947162416952	0.02288113404240908	0.037542383178019396	0.05212341543914138	0.04298840140301924	0.02827464689160261	0.04409174665339948	0.03579996068416359	0.058932896098015455	0.0646620653609125	0.009265432900976468	0.025950719978046256	0.023511458421211426	0.031995972784520606	0.07020984597344246	0.00894428190943046	0.06630557221539778	0.02974734885651324	0.04491787060686221	0.01803383066063055	0.026669647916786315	0.0407996891209263	0.019697300188931944	0.01921060075150844
11	0.07963991530792287	0.038940997472714275	0.03887186363047982	0.020623337626230587	0.03487615984458546	0.048150152256539534	0.03936543037801702	0.025617746331394808	0.04152549890303765	0.03213165205422597	0.05473828844889124	0.06275704271980856	0.008257645673352616	0.02315874501412468	0.02064410551564806	0.029903992543530267	0.06525777917378367	0.008177807180270672	0.06496329292880929	0.027674920192277373	0.08980632590951784	0.0169374446381028	0.023818454877001655	0.017116858053400068	0.04374533145040114	0.04283755105533382
12	0.08694532616612556	0.04387684913168297	0.043737440153048215	0.024281125848676095	0.03948695767231747	0.051304673399598356	0.04171734880423881	0.02904613863524694	0.04582441425583064	0.03654100665704989	0.058582954167942486	0.0669967927545971	0.009695474169533843	0.026173806949324047	0.023141424400986047	0.03223435215350308	0.0689774391243435	0.009358357295840352	0.06530574286271491	0.029423319066622485	0.05621176437391349	0.017801997814044845	0.02522083150778496	0.01721443286276024	0.025475499477873042	0.024875639217325184
13	0.08716546550097021	0.043824793656523385	0.04252040549309171	0.02348989091805789	0.037340280001217856	0.05154725857919605	0.042716842836182434	0.027991243886014327	0.04190567541098643	0.03593241457632499	0.05685213513761969	0.06147733664706155	0.009339439879315086	0.025266133920242313	0.02315603031975855	0.029151154363632248	0.06514669043782614	0.009234894322879742	0.062259162798226284	0.02828520919269299	0.06536745911989697	0.016587084523737798	0.02585842980789054	0.027093599824549126	0.030366174126812986	0.029717903266295306
14	0.08120660153123285	0.04005576773399373	0.03943951302320051	0.02132732649254386	0.034852439497013464	0.04923647252880443	0.03924992503548465	0.02591094806926649	0.041411960793354144	0.0324499980552736	0.05374596853889412	0.06080796483011577	0.008563594308244953	0.023057214716208647	0.0214440100768078	0.029083818477266245	0.062374544113101636	0.008407477730238418	0.06264697888796361	0.026687694391510013	0.09092731045395971	0.01628295139371498	0.023881509478846496	0.018796624454965785	0.04437870462567478	0.043307888747803405
15	0.07991074688825356	0.03801303589269081	0.03927418015770304	0.019808331622770098	0.03436927471060352	0.05046524207100241	0.04001324620325002	0.02520288151614862	0.04264837587390481	0.03183902015451289	0.055708857716688515	0.06495548084072673	0.007788354734518407	0.022055003121972467	0.021280776363483887	0.02928096388728624	0.0670171500229642	0.008067567216730262	0.06865503222178164	0.027597760323288048	0.08974178495390445	0.017325088760955152	0.02431341353649159	0.007223887543992916	0.044090198575379436	0.0429685017912819
16	0.08902046803401038	0.04529552242897225	0.04502544471153027	0.02529185884402001	0.04016395610055782	0.05169239972420679	0.042420750981455785	0.030036337696638733	0.04612325546926663	0.038198793130227476	0.0580157344354059	0.06614311833544438	0.010157577207514442	0.026444698721534068	0.02356602545378887	0.03257628812002121	0.06795419977039717	0.009899357435687149	0.0650863170537673	0.028965193861982912	0.050732686493462686	0.01768217921557232	0.02577120867124741	0.01870960472426294	0.022472134455684595	0.021907913311205916
2	0.0891672269020947	0.044844418769207625	0.044420554829230734	0.024147817617493753	0.03861099069001426	0.0533894224963911	0.04390260391287204	0.02882292889359165	0.04448015598289511	0.036690240960587206	0.05908276036429174	0.06626357331316922	0.009534777001700422	0.02647103600096689	0.023649592993896452	0.03063740598566504	0.06975094459483593	0.009414026351310877	0.06640077259503564	0.02982301775239666	0.04926119805437222	0.017815858616250634	0.02691530991765409	0.022516849340650173	0.022024053971941328	0.021534777564734264
3	0.08479591936620562	0.04162438084248031	0.04157843879302087	0.022124895390671657	0.036650566935848644	0.05125058927423782	0.04175461904763264	0.02727879402755567	0.04422412622094173	0.0343189872062765	0.05761002239115485	0.0658186759486612	0.00869724711537754	0.024788788357133582	0.022129987784608535	0.03146131621881333	0.06910554457918026	0.00870890529028547	0.06998374771223281	0.029353829448470623	0.06537611652693909	0.018004421210890794	0.025300790351510272	0.01634112379667675	0.03100797344573484	0.03023102883660614
4	0.09260804426815758	0.047099615472680316	0.046213219091280754	0.025669829497945978	0.0408570322450617	0.0523425679842898	0.042980791492309135	0.030993348423591062	0.047393601245998625	0.0386144898363989	0.06098769117143388	0.06809157987855086	0.01041425499984374	0.02803948468619471	0.024010066974977342	0.03461310964545548	0.07105974300640538	0.00982134691073851	0.06726397554944546	0.03064707611906124	0.03256435522951415	0.018686522537484877	0.02672091761012667	0.027138074582610233	0.012337580418126423	0.012186256895374
5	0.08780027476708545	0.04400586263860484	0.04342759542344932	0.02372564489857637	0.037111166795811834	0.051616170040039086	0.04272453742199719	0.028775771419029213	0.042869711814034095	0.035975270766312836	0.058945222881499025	0.06207307738253727	0.009425447892986855	0.02608245031324604	0.023649010380841214	0.03169954486740317	0.06752047841890642	0.00916348915979267	0.06478141179793301	0.02945597626250713	0.0597224458484524	0.01769834987851665	0.026984650262894615	0.02022594638974493	0.027231438889508998	0.026789526236983524
6	0.08463364495875524	0.042610517313848614	0.04192310167640996	0.023132985048744507	0.03696992511580146	0.05121790033643415	0.0414397106262666	0.027327091131282365	0.042803498106404644	0.034295171691022044	0.05606654166752784	0.06298950365205136	0.009124303587478054	0.025056595986034134	0.022562039901749695	0.02986354612648593	0.06549158094137375	0.009022529306648062	0.06352717027963199	0.02815457947566486	0.07298010465570727	0.016949619766301532	0.025514108551639554	0.017626969625306202	0.03436545038481739	0.0338551855238077
7	0.09611500366127437	0.04488885059781714	0.04418392427787625	0.024693486364102915	0.03939582057393944	0.05067329953825784	0.041683861239438395	0.029100389566599293	0.0438912488760287	0.03718472059446299	0.05653388006434842	0.06433400744720733	0.010174884570647223	0.026857896492665064	0.023230280693767588	0.03144601914097318	0.06593337995084116	0.009571809709377713	0.06210472650641663	0.029148811844193805	0.026448301327559518	0.01696599715704974	0.02569708494747668	0.08032415340425031	0.009457298209581765	0.009390961497854585
8	0.09019985700188024	0.04494492303284152	0.044675032991009896	0.02492893473964465	0.03946057362979415	0.05074078498582032	0.04157831616377067	0.029759425907486356	0.04547086602402048	0.03715719826907316	0.05800056460676407	0.06555362607459927	0.010093558321787592	0.02676731038066687	0.02309666566114162	0.033256217125782285	0.0681235434346778	0.009586702509630349	0.06410959644631431	0.02940708058704866	0.046964949443446334	0.017753645918146703	0.02567920769965234	0.031872196431542876	0.020227927167952048	0.019960973615200692
9	0.05868300474524674	0.029218473574084147	0.028204574282750992	0.015906862413279852	0.02536842771976036	0.034857029504986176	0.027855470380486275	0.01912640846664226	0.028234197602666027	0.023263559503477832	0.0379833752036938	0.04267226983301496	0.006247819703141856	0.017268959642679514	0.015327432782812508	0.01910206708893943	0.042745197102026795	0.006174202989677296	0.0399968891810462	0.018776649307253052	0.20901491470056482	0.010865006411491537	0.017262828715149496	0.01268344179605089	0.10720178632892503	0.10565254196688269
