Sample	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22	chrX	chrM	chr22_KI270733v1_random	chrUn_GL000220v1
1	1.14772534682732	0.6020000680967815	0.7124297569797584	0.41971599638185336	0.6775623635570363	0.9647405331920964	0.8601521998137683	0.630454114557042	0.972298005211794	0.8889007968423908	1.3491673804174422	1.482412291570625	0.2777555073065002	0.7980670503661541	0.7412208082566603	1.0273866041776958	2.4804828341676988	0.3868282257289084	3.3013945984601887	1.424185307700769	2.682727858469199	1.0332387438988615	0.545027320386775	7237.6752893187	293.26460951221077	322.4745438451429
10	1.1151162712077354	0.5581045180962376	0.6846357464532514	0.3728933528861993	0.6410686127402024	0.9459771337026897	0.8362979747895817	0.6038999514787676	0.9876171741652129	0.8294412809519791	1.3523723542413328	1.504009973519611	0.2511458319578459	0.7515174483674475	0.7146078072655626	1.0979284295717169	2.61412171115387	0.3449726000884747	3.5064909140012595	1.4309204625966532	2.9809884449740327	1.100062248343763	0.5298216389862388	7633.283600202299	339.6530319099397	368.05091590803914
11	0.9916497298726485	0.49841990549091436	0.6076775843416771	0.3360980929046446	0.595540546886866	0.8738671983644607	0.7658165604535303	0.5471529255815165	0.9301354333908367	0.7444510588736457	1.2561159033088996	1.459700020906607	0.2238290768290694	0.6706635104972386	0.6274574171964977	1.0261430021945321	2.429741512670469	0.3154103856035336	3.4355060787119323	1.331231559318886	5.960024734141022	1.0331827874188269	0.4731795800389944	3202.42224098209	754.3284773302557	820.713527136053
12	1.0826142754291743	0.5615956553957323	0.6837403585829809	0.39570898945755645	0.6742739014806229	0.9311179530200056	0.8115708698143208	0.6203777461737547	1.0264274371092588	0.8466104093322516	1.3443420040777598	1.5583146615302994	0.26280239170225533	0.757977914649714	0.7033609847558897	1.1061083179592905	2.5682355329898705	0.3609431010329777	3.453616134045435	1.4153338347232904	3.7305112153878364	1.0859204629818895	0.5010393210942915	3220.6776789064893	439.29018464884615	476.5859181689344
13	1.0853553771881224	0.560929378548882	0.6647146517310316	0.3828142506892747	0.6376175264687689	0.9355205814920886	0.8310150642353309	0.5978469294205317	0.9386510599414447	0.8325100755506843	1.3046237488793333	1.429934644780088	0.25315184121226286	0.7316922424469957	0.7038049173865301	1.0003096747897486	2.425605348112566	0.35618124946924645	3.2925013897189253	1.3605879575311977	4.338131743136465	1.0118108480682073	0.5137059066236848	5068.987917976552	523.623187479911	569.3575988334283
14	1.0111575855017463	0.5126882531022027	0.6165515558857388	0.34757098442599826	0.5951355014682097	0.8935826012938817	0.7635695151835377	0.5534152324443757	0.9275922774590214	0.7518267461606905	1.2333444784902143	1.4143653634238516	0.23212202172086235	0.6677232533295611	0.6517697348005976	0.9979990720001559	2.322390082596973	0.3242685642240652	3.313010579965407	1.283743576227173	6.034419221876718	0.9932587511174961	0.4744322284653739	3516.69260924982	765.2501324428177	829.7246049643147
15	0.9950220346074976	0.48654258973035686	0.613966933824063	0.32281595746985886	0.5868850455000844	0.9158832866905784	0.7784191938382868	0.5382920954973104	0.9552869110499217	0.7376711358484008	1.278388201677917	1.5108346829618864	0.2111086281977513	0.6386998003902276	0.6468084055686782	1.0047640343245783	2.495248130311444	0.3111585331640329	3.6307392975071218	1.3275199803153026	5.955741453560003	1.0568290483473575	0.4830124735597345	1351.5294725857184	760.2752397536034	823.2223783129605
16	1.1084532515855274	0.5797537678388679	0.7038755264298275	0.4121808834995189	0.6858342342693373	0.9381547182458456	0.8252548821774283	0.6415267694461344	1.0331212230701057	0.8850192932969075	1.3313256357019916	1.538458586204249	0.2753280074143561	0.7658227795940098	0.7162663189070172	1.1178417076974818	2.5301372837518654	0.3818089711811898	3.44201206247702	1.3932968884087784	3.366890508749944	1.0786115379226768	0.5119731636300503	3500.411939039337	387.50125794650694	419.72802746369746
2	1.110280644185451	0.5739799290042558	0.6944193803092622	0.3935364680606371	0.6593160088106625	0.9689536350922194	0.8540829047377735	0.6156103532272754	0.9963172088322747	0.8500679855284939	1.355811389211948	1.5412603137217211	0.2584465861678436	0.7665854915747579	0.7188062726404267	1.0513097778438534	2.5970354458236833	0.36309020451256374	3.5115254722601827	1.4345603221358663	3.2692347210962116	1.0867659708235284	0.5347019825266752	4212.715844250253	379.77472215818653	412.57921650128446
3	1.0558505770464488	0.5327654993985131	0.6499890379999594	0.36056894772752834	0.6258400802712695	0.930136391365683	0.8122959265285253	0.5826301722810459	0.9905823625357493	0.7951289377236814	1.3220154916439886	1.5309122051409343	0.23574477154804832	0.7178685982521342	0.6726193570070317	1.0795819130428872	2.5730052806821346	0.33589434370873456	3.7010068276541253	1.411991213603299	4.33870629464586	1.0982682742285519	0.5026277907196188	3057.2887924793145	534.6901399281471	579.1884385126042
4	1.1531245572961661	0.6028450069621558	0.7224438120332929	0.4183406631753782	0.6976691079472709	0.949954488117333	0.8361499313009316	0.6619669444830442	1.0615758750504676	0.8946504772944606	1.3995251031288247	1.5837789077481847	0.28228543275957135	0.8120068345977975	0.729762527100767	1.1877343868105172	2.6457659094185124	0.37880017808876454	3.557174928489055	1.4741995513297694	2.161143557022963	1.139876401367587	0.5308401673537922	5077.3087765086975	212.7447190861219	233.47333432458527
5	1.0932598109739933	0.5632469459147312	0.67889660582151	0.3866563282755021	0.6337052206342237	0.9367712414048811	0.8311647549966454	0.6146031471352137	0.9602446455994289	0.8335030010299564	1.352655225138636	1.4437913009630656	0.255483146654706	0.7553322806906232	0.7187885646858444	1.0877566295231993	2.5139885458390685	0.35342721901500546	3.425887512556223	1.4169047259670031	3.963498682696362	1.0795979470872354	0.5360795041001821	3784.1068939964916	469.5689608918683	513.2535830504946
